OverallQual,GrLivArea,GarageCars,TotalBsmtSF,Distance_to_Center_km,SalePrice
4,872,4,858,2.0296288069418313,123000
6,1114,2,1114,4.416604782172292,155000
8,2169,2,1284,4.627377490647609,228500
6,1913,2,896,1.048068317716933,177000
7,1456,2,728,4.627377490647609,155835
4,960,1,960,1.3726961123059214,108500
7,2156,2,1568,1.6719263208786876,262500
8,1776,3,1732,3.9643611989329,283463
7,1494,2,1482,4.416604782172292,215000
8,2358,0,684,1.3726961123059214,122000
5,2634,4,1248,2.0296288069418313,200000
6,1716,2,858,2.0296288069418313,171000
6,1176,2,698,0.5187600665899484,134900
8,3238,3,2033,2.9432054460961647,410000
7,1865,3,992,4.627377490647609,235000
7,1920,2,570,1.6719263208786876,170000
5,892,1,864,2.0296288069418313,110000
5,1078,2,1078,2.0296288069418313,149900
6,1573,2,756,2.551752247260381,177500
9,1980,3,1980,3.794536871501749,315000
5,2601,2,612,1.422185617508223,189000
7,1530,2,1530,3.2826187011010863,260000
4,1738,1,715,2.0296288069418313,104900
6,1412,2,616,8.707692615489496,156932
7,1200,2,600,2.551752247260381,144152
7,1674,2,814,2.551752247260381,216000
7,1790,2,873,4.627377490647609,193000
5,1475,1,757,4.970532004949323,127000
6,848,2,848,4.627377490647609,144000
8,1668,2,1657,4.627377490647609,232000
4,1374,1,840,1.3726961123059214,105000
6,1661,1,992,2.0296288069418313,165500
7,2097,2,1108,4.627377490647609,274300
10,2633,3,2633,2.9432054460961647,466500
7,1958,3,1026,2.551752247260381,250000
8,1571,3,1571,3.9643611989329,239000
6,790,1,768,1.422185617508223,91000
5,1604,2,984,2.718495431716996,117000
6,987,1,483,2.4264718088463506,83000
5,1394,2,384,3.9643611989329,167500
3,864,1,864,2.718495431716996,58500
6,2117,2,1205,2.0296288069418313,237500
7,1762,2,596,1.3726961123059214,157000
5,1416,2,816,4.157797236367621,112000
6,1258,1,560,2.718495431716996,105000
4,1154,1,796,1.1995424445240626,125500
7,2784,2,1392,1.6719263208786876,250000
6,2526,1,714,1.3726961123059214,136000
9,1746,3,1746,8.707692615489496,377500
6,1218,2,735,0.5187600665899484,131000
7,1525,2,1525,4.627377490647609,235000
5,1584,3,1584,2.0296288069418313,124000
5,900,1,864,2.0296288069418313,123000
6,1912,2,482,1.3726961123059214,163000
7,1500,3,1356,3.606212249059398,246578
8,2482,3,1094,3.9643611989329,281213
5,1687,2,747,3.9643611989329,160000
5,1513,1,939,0.5187600665899484,137500
5,1904,1,1208,2.0296288069418313,138000
6,1608,1,976,1.422185617508223,137450
6,1158,1,862,0.5187600665899484,120000
6,1593,2,839,8.707692615489496,193000
7,1294,2,1286,4.627377490647609,193879
8,1464,3,1485,2.551752247260381,282922
3,1214,3,672,1.3726961123059214,105000
8,1646,2,1594,1.048068317716933,275000
5,768,2,768,4.627377490647609,133000
5,833,0,833,5.200121457077006,112000
4,1363,2,622,1.3726961123059214,125500
7,2093,2,791,1.6719263208786876,215000
7,1840,2,944,4.627377490647609,230000
6,1668,1,856,2.0296288069418313,140000
4,1040,2,0,2.0296288069418313,90000
8,1844,2,1844,4.416604782172292,257000
6,1848,2,833,0.5187600665899484,207000
7,1569,3,1386,3.606212249059398,175900
4,2290,2,777,1.3726961123059214,122500
8,2450,3,1284,2.9432054460961647,340000
5,1144,1,1144,2.0296288069418313,124000
6,1844,2,1844,1.048068317716933,223000
6,1416,2,708,1.6719263208786876,179900
6,1069,2,1069,2.2311694353001195,127500
6,848,2,848,4.627377490647609,136500
6,2201,2,697,2.718495431716996,274970
5,1344,1,1024,2.0296288069418313,144000
6,1252,2,1252,2.0296288069418313,142000
7,2127,2,1223,2.9432054460961647,271000
5,1558,1,913,2.0296288069418313,140000
5,804,1,788,1.3726961123059214,119000
6,1440,2,1440,1.6719263208786876,182900
5,1838,2,732,8.707692615489496,192140
6,958,2,958,2.2311694353001195,143750
4,968,1,656,1.3726961123059214,64500
6,1792,2,936,8.707692615489496,186500
5,1126,2,1126,5.200121457077006,160000
6,1537,2,1319,2.0296288069418313,174000
4,864,2,864,2.0296288069418313,120500
8,1932,3,1932,3.794536871501749,394617
6,1236,2,912,1.3726961123059214,149700
7,1725,2,539,1.6719263208786876,197000
6,2555,2,588,1.048068317716933,191000
6,848,2,848,4.627377490647609,149300
10,2007,3,1017,2.551752247260381,310000
6,952,1,952,0.5187600665899484,121000
7,1422,2,1422,4.627377490647609,179600
6,913,1,814,4.157797236367621,129000
5,1188,1,1188,5.200121457077006,157900
8,2090,2,1220,4.627377490647609,240000
4,1346,1,560,2.718495431716996,112000
5,630,0,630,4.970532004949323,92000
5,1792,0,896,2.0296288069418313,136000
8,1578,3,1573,2.551752247260381,287090
5,1072,2,547,2.718495431716996,145000
5,1140,0,1140,5.200121457077006,84500
7,1221,2,1221,2.551752247260381,185000
6,1647,2,953,8.707692615489496,175000
6,2073,2,1542,1.6719263208786876,210000
7,2340,1,1152,1.048068317716933,266500
5,1078,1,1078,2.0296288069418313,142125
5,1256,1,1256,2.718495431716996,147500
